nrounds,max_depth,eta,gamma,colsample_bytree,min_child_weight,subsample,test_nloglik
10,2,0.05,0,0.9,1,0.8,0.5703243815336558
20,2,0.05,0,0.9,1,0.8,0.5328800103490859
30,2,0.05,0,0.9,1,0.8,0.506460686459204
40,2,0.05,0,0.9,1,0.8,0.4879734586813775
50,2,0.05,0,0.9,1,0.8,0.47529402208107546
60,2,0.05,0,0.9,1,0.8,0.46658862369740156
70,2,0.05,0,0.9,1,0.8,0.460579748005393
80,2,0.05,0,0.9,1,0.8,0.45664846270807863
90,2,0.05,0,0.9,1,0.8,0.453982816686447
100,2,0.05,0,0.9,1,0.8,0.45223686106610717
10,3,0.05,0,0.9,1,0.8,0.5701535728054545
20,3,0.05,0,0.9,1,0.8,0.5326056511215289
30,3,0.05,0,0.9,1,0.8,0.5060750377637736
40,3,0.05,0,0.9,1,0.8,0.48728342180154727
50,3,0.05,0,0.9,1,0.8,0.4744762386513518
60,3,0.05,0,0.9,1,0.8,0.46574653095017526
70,3,0.05,0,0.9,1,0.8,0.45983887764363307
80,3,0.05,0,0.9,1,0.8,0.4558694410491891
90,3,0.05,0,0.9,1,0.8,0.4532283293722458
100,3,0.05,0,0.9,1,0.8,0.4515099122515645
10,4,0.05,0,0.9,1,0.8,0.5700630191404626
20,4,0.05,0,0.9,1,0.8,0.5324685534002694
30,4,0.05,0,0.9,1,0.8,0.5057411758088836
40,4,0.05,0,0.9,1,0.8,0.48699556344540446
50,4,0.05,0,0.9,1,0.8,0.47405079359516045
60,4,0.05,0,0.9,1,0.8,0.4652718176598057
70,4,0.05,0,0.9,1,0.8,0.45933314094704
80,4,0.05,0,0.9,1,0.8,0.4554070271311633
90,4,0.05,0,0.9,1,0.8,0.45272792373934345
100,4,0.05,0,0.9,1,0.8,0.45102659901847336
10,5,0.05,0,0.9,1,0.8,0.5699727921551809
20,5,0.05,0,0.9,1,0.8,0.5323639631845792
30,5,0.05,0,0.9,1,0.8,0.505569618783141
40,5,0.05,0,0.9,1,0.8,0.48686018521006325
50,5,0.05,0,0.9,1,0.8,0.47388149755514425
60,5,0.05,0,0.9,1,0.8,0.4649530625051573
70,5,0.05,0,0.9,1,0.8,0.4590615007808116
80,5,0.05,0,0.9,1,0.8,0.45513237425285097
90,5,0.05,0,0.9,1,0.8,0.45254039529039264
100,5,0.05,0,0.9,1,0.8,0.45078272171471584
10,6,0.05,0,0.9,1,0.8,0.5699751730062561
20,6,0.05,0,0.9,1,0.8,0.5323044761361551
30,6,0.05,0,0.9,1,0.8,0.505501662723431
40,6,0.05,0,0.9,1,0.8,0.48668222627360413
50,6,0.05,0,0.9,1,0.8,0.4736925191997786
60,6,0.05,0,0.9,1,0.8,0.464904789456159
70,6,0.05,0,0.9,1,0.8,0.4590262751658798
80,6,0.05,0,0.9,1,0.8,0.4548981321124809
90,6,0.05,0,0.9,1,0.8,0.45229395091374935
100,6,0.05,0,0.9,1,0.8,0.45061833155078085
10,7,0.05,0,0.9,1,0.8,0.5699666838778357
20,7,0.05,0,0.9,1,0.8,0.5321780905274912
30,7,0.05,0,0.9,1,0.8,0.505471734619068
40,7,0.05,0,0.9,1,0.8,0.4867709192359263
50,7,0.05,0,0.9,1,0.8,0.4736512644457811
60,7,0.05,0,0.9,1,0.8,0.4648138437511774
70,7,0.05,0,0.9,1,0.8,0.4587580541578187
80,7,0.05,0,0.9,1,0.8,0.4549244716907104
90,7,0.05,0,0.9,1,0.8,0.4522819339087733
100,7,0.05,0,0.9,1,0.8,0.45084549671512797
10,8,0.05,0,0.9,1,0.8,0.5699696258243316
20,8,0.05,0,0.9,1,0.8,0.5323260059899072
30,8,0.05,0,0.9,1,0.8,0.5052667043096004
40,8,0.05,0,0.9,1,0.8,0.4865367510673693
50,8,0.05,0,0.9,1,0.8,0.47361202310584627
60,8,0.05,0,0.9,1,0.8,0.46467792285205206
70,8,0.05,0,0.9,1,0.8,0.45882210199214046
80,8,0.05,0,0.9,1,0.8,0.4546642403115242
90,8,0.05,0,0.9,1,0.8,0.4523891885730176
100,8,0.05,0,0.9,1,0.8,0.4507648949130837
10,1,0.1,0,0.9,1,0.8,0.5332554139009805
20,1,0.1,0,0.9,1,0.8,0.4888202808160574
30,1,0.1,0,0.9,1,0.8,0.4677962787035544
40,1,0.1,0,0.9,1,0.8,0.45819356583140086
50,1,0.1,0,0.9,1,0.8,0.45384532004640155
60,1,0.1,0,0.9,1,0.8,0.45172278962173407
70,1,0.1,0,0.9,1,0.8,0.45065704776858
80,1,0.1,0,0.9,1,0.8,0.45001884216233434
90,1,0.1,0,0.9,1,0.8,0.44967093713999157
100,1,0.1,0,0.9,1,0.8,0.4493803581915892
10,2,0.1,0,0.9,1,0.8,0.5325691302990266
20,2,0.1,0,0.9,1,0.8,0.48768124036413446
30,2,0.1,0,0.9,1,0.8,0.4662835592194738
40,2,0.1,0,0.9,1,0.8,0.4565384830152387
50,2,0.1,0,0.9,1,0.8,0.4521543219171591
60,2,0.1,0,0.9,1,0.8,0.450276245093651
70,2,0.1,0,0.9,1,0.8,0.4493136877929563
80,2,0.1,0,0.9,1,0.8,0.4487852198585033
90,2,0.1,0,0.9,1,0.8,0.4486555950249886
100,2,0.1,0,0.9,1,0.8,0.44842316598010007
10,3,0.1,0,0.9,1,0.8,0.5324076681459975
20,3,0.1,0,0.9,1,0.8,0.48708735528994174
30,3,0.1,0,0.9,1,0.8,0.46545765935361855
40,3,0.1,0,0.9,1,0.8,0.4556585893836113
50,3,0.1,0,0.9,1,0.8,0.4513856656700108
60,3,0.1,0,0.9,1,0.8,0.44953304110914505
70,3,0.1,0,0.9,1,0.8,0.4487072343067669
80,3,0.1,0,0.9,1,0.8,0.4484729137578698
90,3,0.1,0,0.9,1,0.8,0.448065024557458
100,3,0.1,0,0.9,1,0.8,0.4480085619576247
10,4,0.1,0,0.9,1,0.8,0.5321836912674315
20,4,0.1,0,0.9,1,0.8,0.48661285994880066
30,4,0.1,0,0.9,1,0.8,0.46506638308028536
40,4,0.1,0,0.9,1,0.8,0.4552332956424196
50,4,0.1,0,0.9,1,0.8,0.45097623613055754
60,4,0.1,0,0.9,1,0.8,0.4492223680274471
70,4,0.1,0,0.9,1,0.8,0.4483832665322518
80,4,0.1,0,0.9,1,0.8,0.44791906853746166
90,4,0.1,0,0.9,1,0.8,0.44781319185819324
100,4,0.1,0,0.9,1,0.8,0.4478513893743374
10,5,0.1,0,0.9,1,0.8,0.5321304389358987
20,5,0.1,0,0.9,1,0.8,0.48665888768946974
30,5,0.1,0,0.9,1,0.8,0.4648779309237333
40,5,0.1,0,0.9,1,0.8,0.4549532717858629
50,5,0.1,0,0.9,1,0.8,0.45095491027872847
60,5,0.1,0,0.9,1,0.8,0.4491062011001922
70,5,0.1,0,0.9,1,0.8,0.44835236447676924
80,5,0.1,0,0.9,1,0.8,0.4479881296061393
90,5,0.1,0,0.9,1,0.8,0.448072151103745
100,5,0.1,0,0.9,1,0.8,0.44794349081610213
10,6,0.1,0,0.9,1,0.8,0.532143701283786
20,6,0.1,0,0.9,1,0.8,0.48642192463145595
30,6,0.1,0,0.9,1,0.8,0.46471635762988506
40,6,0.1,0,0.9,1,0.8,0.45485315787483827
50,6,0.1,0,0.9,1,0.8,0.45059733031638344
60,6,0.1,0,0.9,1,0.8,0.4489680603966627
70,6,0.1,0,0.9,1,0.8,0.4482517693204049
80,6,0.1,0,0.9,1,0.8,0.44800344798605274
90,6,0.1,0,0.9,1,0.8,0.44816131458308095
100,6,0.1,0,0.9,1,0.8,0.44809264210157895
10,7,0.1,0,0.9,1,0.8,0.5318772844590423
20,7,0.1,0,0.9,1,0.8,0.48638305585456326
30,7,0.1,0,0.9,1,0.8,0.4645563569100351
40,7,0.1,0,0.9,1,0.8,0.4545351458894339
50,7,0.1,0,0.9,1,0.8,0.4505286927687133
60,7,0.1,0,0.9,1,0.8,0.4491250405096098
70,7,0.1,0,0.9,1,0.8,0.4486975147301719
80,7,0.1,0,0.9,1,0.8,0.448495018304683
90,7,0.1,0,0.9,1,0.8,0.44825615114620987
100,7,0.1,0,0.9,1,0.8,0.44801734623027056
10,8,0.1,0,0.9,1,0.8,0.5319451419163742
20,8,0.1,0,0.9,1,0.8,0.48628035212663595
30,8,0.1,0,0.9,1,0.8,0.4646292066448629
40,8,0.1,0,0.9,1,0.8,0.45492279050300605
50,8,0.1,0,0.9,1,0.8,0.4507914280303006
60,8,0.1,0,0.9,1,0.8,0.4493061632739917
70,8,0.1,0,0.9,1,0.8,0.44899474630274505
80,8,0.1,0,0.9,1,0.8,0.44884028292393097
90,8,0.1,0,0.9,1,0.8,0.4487781400692862
100,8,0.1,0,0.9,1,0.8,0.44931523604849943
10,1,0.15,0,0.9,1,0.8,0.5066503912354072
20,1,0.15,0,0.9,1,0.8,0.4676012506520963
30,1,0.15,0,0.9,1,0.8,0.4555385801942101
40,1,0.15,0,0.9,1,0.8,0.45172436303130087
50,1,0.15,0,0.9,1,0.8,0.45038447671248893
60,1,0.15,0,0.9,1,0.8,0.44965840414102204
70,1,0.15,0,0.9,1,0.8,0.4492627261402551
80,1,0.15,0,0.9,1,0.8,0.449014745434997
90,1,0.15,0,0.9,1,0.8,0.4488157983110651
100,1,0.15,0,0.9,1,0.8,0.4486482341368731
10,2,0.15,0,0.9,1,0.8,0.5059068914055975
20,2,0.15,0,0.9,1,0.8,0.46607770820786254
30,2,0.15,0,0.9,1,0.8,0.45370324635427073
40,2,0.15,0,0.9,1,0.8,0.4502017827965782
50,2,0.15,0,0.9,1,0.8,0.4491199286579481
60,2,0.15,0,0.9,1,0.8,0.4485015490642439
70,2,0.15,0,0.9,1,0.8,0.44822491965592737
80,2,0.15,0,0.9,1,0.8,0.44829005112419446
90,2,0.15,0,0.9,1,0.8,0.4481043091534646
100,2,0.15,0,0.9,1,0.8,0.44799755208672315
10,3,0.15,0,0.9,1,0.8,0.5054653148828894
20,3,0.15,0,0.9,1,0.8,0.46526031006857915
30,3,0.15,0,0.9,1,0.8,0.4530442792609534
40,3,0.15,0,0.9,1,0.8,0.44951778487629496
50,3,0.15,0,0.9,1,0.8,0.44850540051084165
60,3,0.15,0,0.9,1,0.8,0.448003246298099
70,3,0.15,0,0.9,1,0.8,0.4479954544604089
80,3,0.15,0,0.9,1,0.8,0.4479631021200303
90,3,0.15,0,0.9,1,0.8,0.44792426178100037
100,3,0.15,0,0.9,1,0.8,0.44793593019833766
10,4,0.15,0,0.9,1,0.8,0.505200427663287
20,4,0.15,0,0.9,1,0.8,0.4648778800413508
30,4,0.15,0,0.9,1,0.8,0.4526914438819964
40,4,0.15,0,0.9,1,0.8,0.4491178514500605
50,4,0.15,0,0.9,1,0.8,0.4481387884535827
60,4,0.15,0,0.9,1,0.8,0.44803139859143926
70,4,0.15,0,0.9,1,0.8,0.4477082868421513
80,4,0.15,0,0.9,1,0.8,0.44774766481804373
90,4,0.15,0,0.9,1,0.8,0.44776591699969115
100,4,0.15,0,0.9,1,0.8,0.4480459098709119
10,5,0.15,0,0.9,1,0.8,0.5050843005370224
20,5,0.15,0,0.9,1,0.8,0.46456484112859286
30,5,0.15,0,0.9,1,0.8,0.4524440110561178
40,5,0.15,0,0.9,1,0.8,0.4489856676508668
50,5,0.15,0,0.9,1,0.8,0.44820178115739
60,5,0.15,0,0.9,1,0.8,0.4480446950907812
70,5,0.15,0,0.9,1,0.8,0.4480720674301158
80,5,0.15,0,0.9,1,0.8,0.4484547140106045
90,5,0.15,0,0.9,1,0.8,0.44831883041431403
100,5,0.15,0,0.9,1,0.8,0.4482600237715034
10,6,0.15,0,0.9,1,0.8,0.5050564134102802
20,6,0.15,0,0.9,1,0.8,0.46444594217471413
30,6,0.15,0,0.9,1,0.8,0.4522687600109742
40,6,0.15,0,0.9,1,0.8,0.44884882906223655
50,6,0.15,0,0.9,1,0.8,0.44830965885088025
60,6,0.15,0,0.9,1,0.8,0.44798500546280906
70,6,0.15,0,0.9,1,0.8,0.44826070276159163
80,6,0.15,0,0.9,1,0.8,0.4486421284471071
90,6,0.15,0,0.9,1,0.8,0.4489609111189245
100,6,0.15,0,0.9,1,0.8,0.44897803507906825
10,7,0.15,0,0.9,1,0.8,0.5049969571603605
20,7,0.15,0,0.9,1,0.8,0.4644962698568888
30,7,0.15,0,0.9,1,0.8,0.4522170902730818
40,7,0.15,0,0.9,1,0.8,0.449141052096606
50,7,0.15,0,0.9,1,0.8,0.44882883336456436
60,7,0.15,0,0.9,1,0.8,0.44861585471959564
70,7,0.15,0,0.9,1,0.8,0.44935171881772346
80,7,0.15,0,0.9,1,0.8,0.44892835590665753
90,7,0.15,0,0.9,1,0.8,0.44948560454349584
100,7,0.15,0,0.9,1,0.8,0.4502201431722225
10,8,0.15,0,0.9,1,0.8,0.5051556722444536
20,8,0.15,0,0.9,1,0.8,0.46435166983594756
30,8,0.15,0,0.9,1,0.8,0.4525863315984739
40,8,0.15,0,0.9,1,0.8,0.44929984568786174
50,8,0.15,0,0.9,1,0.8,0.44924474804705394
60,8,0.15,0,0.9,1,0.8,0.44943335104753546
70,8,0.15,0,0.9,1,0.8,0.44948161937543923
80,8,0.15,0,0.9,1,0.8,0.44961444443044984
90,8,0.15,0,0.9,1,0.8,0.45079562116800254
100,8,0.15,0,0.9,1,0.8,0.4508976566578344
10,1,0.2,0,0.9,1,0.8,0.488204040855071
20,1,0.2,0,0.9,1,0.8,0.45792428522115425
30,1,0.2,0,0.9,1,0.8,0.4516259063731557
40,1,0.2,0,0.9,1,0.8,0.44996967340502797
50,1,0.2,0,0.9,1,0.8,0.4493393842419059
60,1,0.2,0,0.9,1,0.8,0.4489754137489779
70,1,0.2,0,0.9,1,0.8,0.4487367747339717
80,1,0.2,0,0.9,1,0.8,0.4485898405445762
90,1,0.2,0,0.9,1,0.8,0.4484379878775468
100,1,0.2,0,0.9,1,0.8,0.4483104538557011
10,2,0.2,0,0.9,1,0.8,0.48703714248842617
20,2,0.2,0,0.9,1,0.8,0.45624291372955256
30,2,0.2,0,0.9,1,0.8,0.4501373772550258
40,2,0.2,0,0.9,1,0.8,0.44885019329755615
50,2,0.2,0,0.9,1,0.8,0.4484737359733712
60,2,0.2,0,0.9,1,0.8,0.44807875164301
70,2,0.2,0,0.9,1,0.8,0.44813986878673
80,2,0.2,0,0.9,1,0.8,0.44810347980020115
90,2,0.2,0,0.9,1,0.8,0.4479223385391813
100,2,0.2,0,0.9,1,0.8,0.44796987088572404
10,3,0.2,0,0.9,1,0.8,0.4865018716997947
20,3,0.2,0,0.9,1,0.8,0.45542573650650287
30,3,0.2,0,0.9,1,0.8,0.449474294923176
40,3,0.2,0,0.9,1,0.8,0.44821551516179714
50,3,0.2,0,0.9,1,0.8,0.448171154918981
60,3,0.2,0,0.9,1,0.8,0.4476899647143758
70,3,0.2,0,0.9,1,0.8,0.4481957526296007
80,3,0.2,0,0.9,1,0.8,0.44790900287624885
90,3,0.2,0,0.9,1,0.8,0.44781981911869245
100,3,0.2,0,0.9,1,0.8,0.4478935197772349
10,4,0.2,0,0.9,1,0.8,0.48619740108623744
20,4,0.2,0,0.9,1,0.8,0.45507748694157435
30,4,0.2,0,0.9,1,0.8,0.4492693848805911
40,4,0.2,0,0.9,1,0.8,0.4482219004518424
50,4,0.2,0,0.9,1,0.8,0.44794377211359454
60,4,0.2,0,0.9,1,0.8,0.44785781276896275
70,4,0.2,0,0.9,1,0.8,0.44801119510051324
80,4,0.2,0,0.9,1,0.8,0.44861770081103525
90,4,0.2,0,0.9,1,0.8,0.44840259153139383
100,4,0.2,0,0.9,1,0.8,0.4484478906406864
10,5,0.2,0,0.9,1,0.8,0.4860096770889288
20,5,0.2,0,0.9,1,0.8,0.4549834398949113
30,5,0.2,0,0.9,1,0.8,0.44917991044041833
40,5,0.2,0,0.9,1,0.8,0.4480505913092594
50,5,0.2,0,0.9,1,0.8,0.4483064433894702
60,5,0.2,0,0.9,1,0.8,0.44822669722562153
70,5,0.2,0,0.9,1,0.8,0.4482798079478444
80,5,0.2,0,0.9,1,0.8,0.44834660832197865
90,5,0.2,0,0.9,1,0.8,0.4486417528191563
100,5,0.2,0,0.9,1,0.8,0.4490744035055891
10,6,0.2,0,0.9,1,0.8,0.4861397401908011
20,6,0.2,0,0.9,1,0.8,0.4546656305002979
30,6,0.2,0,0.9,1,0.8,0.44903219050160675
40,6,0.2,0,0.9,1,0.8,0.44791575384095045
50,6,0.2,0,0.9,1,0.8,0.44834619126344755
60,6,0.2,0,0.9,1,0.8,0.4488151095530258
70,6,0.2,0,0.9,1,0.8,0.44897792442993933
80,6,0.2,0,0.9,1,0.8,0.44886876010540766
90,6,0.2,0,0.9,1,0.8,0.44948709228182565
100,6,0.2,0,0.9,1,0.8,0.4500574685718449
10,7,0.2,0,0.9,1,0.8,0.4859268344532497
20,7,0.2,0,0.9,1,0.8,0.4544111710721062
30,7,0.2,0,0.9,1,0.8,0.44913667944457636
40,7,0.2,0,0.9,1,0.8,0.4489043339791219
50,7,0.2,0,0.9,1,0.8,0.448923588524715
60,7,0.2,0,0.9,1,0.8,0.4488956016328468
70,7,0.2,0,0.9,1,0.8,0.4501428723543828
80,7,0.2,0,0.9,1,0.8,0.45076981006096173
90,7,0.2,0,0.9,1,0.8,0.4507057575557018
100,7,0.2,0,0.9,1,0.8,0.451786380461064
10,8,0.2,0,0.9,1,0.8,0.4860919380525088
20,8,0.2,0,0.9,1,0.8,0.4547105178357894
30,8,0.2,0,0.9,1,0.8,0.44940875724010926
40,8,0.2,0,0.9,1,0.8,0.4494092596344784
50,8,0.2,0,0.9,1,0.8,0.4499962283334275
60,8,0.2,0,0.9,1,0.8,0.4502250929906796
70,8,0.2,0,0.9,1,0.8,0.45200924807384746
80,8,0.2,0,0.9,1,0.8,0.45171576279353454
90,8,0.2,0,0.9,1,0.8,0.4523972727918835
100,8,0.2,0,0.9,1,0.8,0.45305297139747674
10,1,0.25,0,0.9,1,0.8,0.4754311468239638
20,1,0.25,0,0.9,1,0.8,0.45357202086507925
30,1,0.25,0,0.9,1,0.8,0.4503132950906641
40,1,0.25,0,0.9,1,0.8,0.44935693937549126
50,1,0.25,0,0.9,1,0.8,0.4488735466851609
60,1,0.25,0,0.9,1,0.8,0.4486355713747901
70,1,0.25,0,0.9,1,0.8,0.4485235391830449
80,1,0.25,0,0.9,1,0.8,0.44830966262161476
90,1,0.25,0,0.9,1,0.8,0.4482649795204635
100,1,0.25,0,0.9,1,0.8,0.4481160127216038
10,2,0.25,0,0.9,1,0.8,0.47429454211592526
20,2,0.25,0,0.9,1,0.8,0.4520290964797249
30,2,0.25,0,0.9,1,0.8,0.449047793400921
40,2,0.25,0,0.9,1,0.8,0.4483622062855903
50,2,0.25,0,0.9,1,0.8,0.4480969149999145
60,2,0.25,0,0.9,1,0.8,0.44812797888397277
70,2,0.25,0,0.9,1,0.8,0.4478536378776486
80,2,0.25,0,0.9,1,0.8,0.44787312154328646
90,2,0.25,0,0.9,1,0.8,0.4478851466971815
100,2,0.25,0,0.9,1,0.8,0.44794673786732203
10,3,0.25,0,0.9,1,0.8,0.4735580596937735
20,3,0.25,0,0.9,1,0.8,0.4512610357964278
30,3,0.25,0,0.9,1,0.8,0.4483657238363932
40,3,0.25,0,0.9,1,0.8,0.4482134673577213
50,3,0.25,0,0.9,1,0.8,0.44802426636132103
60,3,0.25,0,0.9,1,0.8,0.44794742355759476
70,3,0.25,0,0.9,1,0.8,0.4479008937319266
80,3,0.25,0,0.9,1,0.8,0.4479303303343555
90,3,0.25,0,0.9,1,0.8,0.4482323977118866
100,3,0.25,0,0.9,1,0.8,0.4483405193678171
10,4,0.25,0,0.9,1,0.8,0.4731517316898718
20,4,0.25,0,0.9,1,0.8,0.45070051329898675
30,4,0.25,0,0.9,1,0.8,0.4481491938076541
40,4,0.25,0,0.9,1,0.8,0.44784816966583185
50,4,0.25,0,0.9,1,0.8,0.44812167747078013
60,4,0.25,0,0.9,1,0.8,0.4481178419715521
70,4,0.25,0,0.9,1,0.8,0.44856060711154866
80,4,0.25,0,0.9,1,0.8,0.4486247648740333
90,4,0.25,0,0.9,1,0.8,0.4490238204942329
100,4,0.25,0,0.9,1,0.8,0.4488379336229374
10,5,0.25,0,0.9,1,0.8,0.47309242979224914
20,5,0.25,0,0.9,1,0.8,0.45052065793977547
30,5,0.25,0,0.9,1,0.8,0.44815704636870984
40,5,0.25,0,0.9,1,0.8,0.4483616390290325
50,5,0.25,0,0.9,1,0.8,0.4484557021379512
60,5,0.25,0,0.9,1,0.8,0.4484768603334353
70,5,0.25,0,0.9,1,0.8,0.44912442188032564
80,5,0.25,0,0.9,1,0.8,0.44941766129843486
90,5,0.25,0,0.9,1,0.8,0.4492172952710915
100,5,0.25,0,0.9,1,0.8,0.4494342821622808
10,6,0.25,0,0.9,1,0.8,0.4726733639326127
20,6,0.25,0,0.9,1,0.8,0.45048171211730365
30,6,0.25,0,0.9,1,0.8,0.4488185188727136
40,6,0.25,0,0.9,1,0.8,0.448484105018853
50,6,0.25,0,0.9,1,0.8,0.44907773939858164
60,6,0.25,0,0.9,1,0.8,0.44944985659220005
70,6,0.25,0,0.9,1,0.8,0.45021337065158396
80,6,0.25,0,0.9,1,0.8,0.44987905696135994
90,6,0.25,0,0.9,1,0.8,0.45019356887488793
100,6,0.25,0,0.9,1,0.8,0.4517854389865891
10,7,0.25,0,0.9,1,0.8,0.4726301865304995
20,7,0.25,0,0.9,1,0.8,0.4507689267393148
30,7,0.25,0,0.9,1,0.8,0.44856185153742717
40,7,0.25,0,0.9,1,0.8,0.44899353935219577
50,7,0.25,0,0.9,1,0.8,0.4497763562053272
60,7,0.25,0,0.9,1,0.8,0.4500264002672521
70,7,0.25,0,0.9,1,0.8,0.45038557545696
80,7,0.25,0,0.9,1,0.8,0.45178260879401916
90,7,0.25,0,0.9,1,0.8,0.45294774006873856
100,7,0.25,0,0.9,1,0.8,0.4523018032392818
10,8,0.25,0,0.9,1,0.8,0.4729348243930574
20,8,0.25,0,0.9,1,0.8,0.45053501442668104
30,8,0.25,0,0.9,1,0.8,0.44930314068464483
40,8,0.25,0,0.9,1,0.8,0.45012094403673536
50,8,0.25,0,0.9,1,0.8,0.4505798880243497
60,8,0.25,0,0.9,1,0.8,0.4517548898108126
70,8,0.25,0,0.9,1,0.8,0.4511404383046807
80,8,0.25,0,0.9,1,0.8,0.4552032236246387
90,8,0.25,0,0.9,1,0.8,0.4538911818173276
100,8,0.25,0,0.9,1,0.8,0.45569634880407517
10,1,0.3,0,0.9,1,0.8,0.46695526756748706
20,1,0.3,0,0.9,1,0.8,0.4515344187163805
30,1,0.3,0,0.9,1,0.8,0.44961125570076116
40,1,0.3,0,0.9,1,0.8,0.4489791761566971
50,1,0.3,0,0.9,1,0.8,0.44857183890164487
60,1,0.3,0,0.9,1,0.8,0.448536122592193
70,1,0.3,0,0.9,1,0.8,0.44823470506443913
80,1,0.3,0,0.9,1,0.8,0.44815272673730194
90,1,0.3,0,0.9,1,0.8,0.44802210536340664
100,1,0.3,0,0.9,1,0.8,0.4480647839885465
10,2,0.3,0,0.9,1,0.8,0.4654528847509854
20,2,0.3,0,0.9,1,0.8,0.4500759629785425
30,2,0.3,0,0.9,1,0.8,0.4485120809719915
40,2,0.3,0,0.9,1,0.8,0.44830726624997685
50,2,0.3,0,0.9,1,0.8,0.4480209763653835
60,2,0.3,0,0.9,1,0.8,0.44797156011586997
70,2,0.3,0,0.9,1,0.8,0.44789443393257966
80,2,0.3,0,0.9,1,0.8,0.44805460492252447
90,2,0.3,0,0.9,1,0.8,0.44805869469071913
100,2,0.3,0,0.9,1,0.8,0.44796414960637754
10,3,0.3,0,0.9,1,0.8,0.46469005750666526
20,3,0.3,0,0.9,1,0.8,0.44931921834835176
30,3,0.3,0,0.9,1,0.8,0.44821684518113314
40,3,0.3,0,0.9,1,0.8,0.4481010784214821
50,3,0.3,0,0.9,1,0.8,0.4480563386062582
60,3,0.3,0,0.9,1,0.8,0.448032663528357
70,3,0.3,0,0.9,1,0.8,0.4482711615846328
80,3,0.3,0,0.9,1,0.8,0.4483397209181656
90,3,0.3,0,0.9,1,0.8,0.4484090877862209
100,3,0.3,0,0.9,1,0.8,0.44836232790070596
10,4,0.3,0,0.9,1,0.8,0.4642326425060898
20,4,0.3,0,0.9,1,0.8,0.44906751529315747
30,4,0.3,0,0.9,1,0.8,0.448077272698132
40,4,0.3,0,0.9,1,0.8,0.4478201416536746
50,4,0.3,0,0.9,1,0.8,0.4487890824315597
60,4,0.3,0,0.9,1,0.8,0.44830579029652684
70,4,0.3,0,0.9,1,0.8,0.44849177276618324
80,4,0.3,0,0.9,1,0.8,0.4486935670323426
90,4,0.3,0,0.9,1,0.8,0.44904623503835495
100,4,0.3,0,0.9,1,0.8,0.4489986049181883
10,5,0.3,0,0.9,1,0.8,0.4638527387543859
20,5,0.3,0,0.9,1,0.8,0.44890298339699597
30,5,0.3,0,0.9,1,0.8,0.4483042138669996
40,5,0.3,0,0.9,1,0.8,0.44875648024244197
50,5,0.3,0,0.9,1,0.8,0.4486910113432751
60,5,0.3,0,0.9,1,0.8,0.4492985517427849
70,5,0.3,0,0.9,1,0.8,0.4489679725947567
80,5,0.3,0,0.9,1,0.8,0.4496989617088062
90,5,0.3,0,0.9,1,0.8,0.45011548827646874
100,5,0.3,0,0.9,1,0.8,0.45065393443000884
10,6,0.3,0,0.9,1,0.8,0.463842023273818
20,6,0.3,0,0.9,1,0.8,0.4489602227146602
30,6,0.3,0,0.9,1,0.8,0.4480719953280338
40,6,0.3,0,0.9,1,0.8,0.4485739210340866
50,6,0.3,0,0.9,1,0.8,0.44941608489318857
60,6,0.3,0,0.9,1,0.8,0.44970171433376754
70,6,0.3,0,0.9,1,0.8,0.4509793150578225
80,6,0.3,0,0.9,1,0.8,0.45108549789407
90,6,0.3,0,0.9,1,0.8,0.451501028818739
100,6,0.3,0,0.9,1,0.8,0.4519611418265351
10,7,0.3,0,0.9,1,0.8,0.464104891481691
20,7,0.3,0,0.9,1,0.8,0.4492703388551604
30,7,0.3,0,0.9,1,0.8,0.44908833929930175
40,7,0.3,0,0.9,1,0.8,0.450254015772949
50,7,0.3,0,0.9,1,0.8,0.4496112798239054
60,7,0.3,0,0.9,1,0.8,0.45062945174836777
70,7,0.3,0,0.9,1,0.8,0.4529716193360318
80,7,0.3,0,0.9,1,0.8,0.4537596325290366
90,7,0.3,0,0.9,1,0.8,0.4543078249926173
100,7,0.3,0,0.9,1,0.8,0.4546690193884088
10,8,0.3,0,0.9,1,0.8,0.4640659878686573
20,8,0.3,0,0.9,1,0.8,0.4496879252235493
30,8,0.3,0,0.9,1,0.8,0.45001922935042404
40,8,0.3,0,0.9,1,0.8,0.45121362841124296
50,8,0.3,0,0.9,1,0.8,0.45176856901549556
60,8,0.3,0,0.9,1,0.8,0.45302775444019083
70,8,0.3,0,0.9,1,0.8,0.45412728523293117
80,8,0.3,0,0.9,1,0.8,0.4557604388007729
90,8,0.3,0,0.9,1,0.8,0.4575136322457206
100,8,0.3,0,0.9,1,0.8,0.45802141278853437
10,1,0.05,0,1,1,0.8,0.5706172537386432
20,1,0.05,0,1,1,0.8,0.5334939516273937
30,1,0.05,0,1,1,0.8,0.5073652876412055
40,1,0.05,0,1,1,0.8,0.48914410152049526
50,1,0.05,0,1,1,0.8,0.47655843618540117
60,1,0.05,0,1,1,0.8,0.46802341218999033
70,1,0.05,0,1,1,0.8,0.46222738119330226
80,1,0.05,0,1,1,0.8,0.4583318586356139
90,1,0.05,0,1,1,0.8,0.45568802924725177
100,1,0.05,0,1,1,0.8,0.45387132103759686
10,2,0.05,0,1,1,0.8,0.5702845533079162
20,2,0.05,0,1,1,0.8,0.5329442951829186
30,2,0.05,0,1,1,0.8,0.506472267764128
